id,skill_id,title,lesson_text,sort_order
"55479ae5-c1de-4264-983f-e2d9a6cf9716","966ad887-649c-4926-b504-eb695bdc4754","Fixing Watery Foods","Some foods become watery when they have too much liquid or not enough structure. This can happen with foods like mashed potatoes, rice, sauces, or casseroles.

To fix watery food, you usually need to either absorb the extra moisture or let some of it cook off. The best choice depends on the food. For mashed potatoes, adding more potato flakes or cooked potato can help absorb extra moisture and make the texture thicker.","3"
"4c97eb3a-d1a5-487d-8fa9-33dd8a85aaea","3824dda8-e819-4145-8517-8481fd3e6da5","Sautéing vs. Pan-Searing","Sautéing and pan-searing both use a pan, heat, and a small amount of oil, but they are used for different results.

Sautéing usually means cooking smaller pieces of food while stirring or moving them around in the pan. It is often used for vegetables, garlic, onions, or small pieces of meat.

Pan-searing usually means cooking food over higher heat to create a browned crust on the outside. It is often used for larger pieces of meat, fish, tofu, or vegetables.","1"
"bd718f64-b489-4f6d-bd73-17480763c144","3824dda8-e819-4145-8517-8481fd3e6da5","Do Not Overcrowd the Pan","Food needs space in the pan to cook well. When too much food is added at once, the pan temperature can drop and moisture gets trapped.

Instead of browning, overcrowded food may steam. This can make vegetables softer and meat less browned. Cooking in smaller batches can help food brown better and cook more evenly.","2"
"429f37a5-c7f7-45e7-b458-6afc82f64107","3824dda8-e819-4145-8517-8481fd3e6da5","Dry Food Browns Better","Moisture makes browning harder. If meat is wet on the surface, the pan has to evaporate that moisture before browning can really begin.

Patting meat dry with a paper towel helps the surface brown more easily. This is especially useful when pan-searing chicken, steak, pork, fish, or tofu.","3"
"1ef8c299-5944-4efc-96dd-4059219f20e3","fe907b8c-b51c-4cae-93ec-9bffd05aa167","Recognizing a Full Boil","Boiling is one of the strongest forms of cooking with liquid. A full boil has large bubbles that rise quickly and constantly break the surface.

Boiling is useful for foods that can handle stronger movement, like pasta, potatoes, or some vegetables. Since the water is moving a lot, boiling is not always the best choice for delicate foods.","1"
"5f64657c-c54f-4fc5-8549-6d6e94a31c38","fe907b8c-b51c-4cae-93ec-9bffd05aa167","Simmering Is Gentler Than Boiling","Simmering uses lower heat than boiling. Instead of large, rapid bubbles, a simmer has smaller bubbles that rise more gently.

Simmering is useful when food needs time to cook without being tossed around too much. Soups, stews, sauces, and beans are often simmered because gentle cooking helps flavors develop while keeping the texture under control.","2"
"43665dd4-b4fd-485f-b938-b7faf8398f28","fe907b8c-b51c-4cae-93ec-9bffd05aa167","Poaching Uses Very Gentle Heat","Poaching is even gentler than simmering. The liquid is hot, but it should not bubble strongly. This makes poaching useful for delicate foods that could break apart, dry out, or become tough with stronger heat.

Foods like eggs, fish, or tender chicken can be poached because the gentle liquid cooks them slowly and evenly.","3"
"23470c76-169e-4d02-bda0-e6e8d4baea01","f4676b23-e4f2-41dc-a484-5a4980f28f60","Roasting and Baking Use the Oven Differently","Roasting and baking both use dry heat in the oven, but they are usually used for different types of food.

Roasting is often used for foods that already have structure, like vegetables, potatoes, chicken, or meat. The goal is often to brown the outside and develop deeper flavor.

Baking is often used for foods that need to set or rise, like cookies, cakes, muffins, and bread. These foods usually depend more on careful measuring and timing.","1"
"5450becc-9c92-404b-aab3-1216e669adea","f4676b23-e4f2-41dc-a484-5a4980f28f60","Roasting Needs Space","When roasting vegetables, space matters. If vegetables are piled on top of each other, they trap steam and may turn soft instead of browned.

Spreading vegetables in a single layer helps hot air reach more of the surface. This makes browning and crisp edges more likely.","2"
"003dbf43-5b39-4a7a-b9f4-914161c82f0a","f4676b23-e4f2-41dc-a484-5a4980f28f60","Baking Needs Accuracy","Baking is often less forgiving than other types of cooking. Ingredients like flour, sugar, eggs, baking powder, baking soda, and liquid work together to create the final texture.

If the measurements are too far off, baked goods may not rise, set, spread, or hold together correctly. Careful measuring helps the recipe turn out closer to the way it was designed.","3"
"d60b6f3a-7a0d-42a7-ae4b-74e136e1ebcd","abc75884-89ba-437d-a57f-ae6a2d480ee5","Protect Your Fingers","The safest way to hold food while slicing is to keep your fingertips tucked back. This is often called a claw grip.

With a claw grip, your fingertips curl under slightly while your knuckles face the knife. The side of the knife can rest lightly against your knuckles as a guide, while your fingertips stay out of the blade’s path.","1"
"f4e660e5-d3cb-44b9-96ad-84a34266696b","abc75884-89ba-437d-a57f-ae6a2d480ee5","Keep the Cutting Board Stable","A cutting board should not slide around while you are using a knife. If the board moves, the knife can slip and become harder to control.

To keep the board steady, place a damp towel or non-slip mat underneath it. This creates grip between the board and the counter.","2"
"65f87500-9ba6-44c6-80e6-26318350de70","abc75884-89ba-437d-a57f-ae6a2d480ee5","Sharp Knives Are Safer Than Dull Knives","A sharp knife may sound more dangerous, but it is usually safer than a dull knife. A sharp knife cuts more easily, so you do not have to push as hard.

A dull knife can slip because it struggles to cut through food. When you press harder, it becomes easier to lose control. Keeping knives sharp helps make cutting smoother and safer.","3"
"3b505a5c-b1e6-47b7-9ea2-6eae91711e6f","8f79763a-f10a-4bf2-8a05-16f1f50ff0b8","Use Heavy Pans for Browning","Some foods need strong, steady heat to brown well. This is especially true when searing foods like steak, chicken, tofu, or vegetables.

A heavy pan, such as cast iron or stainless steel, is useful because it holds heat well. When the food touches the hot surface, it can develop a browned crust instead of just steaming.","1"
"eb148f54-724d-4cfa-809d-dc14a0cde228","8f79763a-f10a-4bf2-8a05-16f1f50ff0b8","Use Nonstick for Delicate Foods","Some foods are delicate and can tear or stick easily while cooking. Eggs are a common example because they cook quickly and can break apart when they stick to the pan.

A nonstick pan helps delicate foods release more easily. This makes it useful for scrambled eggs, omelets, pancakes, and other foods that need gentle handling.","2"
"e0e2b0b4-702c-4952-9102-8c935ce793f6","8f79763a-f10a-4bf2-8a05-16f1f50ff0b8","Use a Sheet Pan for Roasting","Roasting works best when food has enough space for hot air to move around it. A wide, shallow surface helps food brown instead of steam.

A baking sheet or sheet pan is a good choice for roasting vegetables because it spreads the food out in the oven. If the vegetables are piled too closely together, they may become soft instead of browned.","3"
"65a07fc0-f86e-4d6b-b64a-e3c5e375bda7","be6e6490-f0b5-4737-ac30-71991117caf8","Match the Shape and Job","You do not always need the exact kitchen tool a recipe mentions. Sometimes another clean, safe object can do the same job.

If you need to roll out dough, the tool needs to be smooth, sturdy, and easy to roll. A clean bottle or sturdy cup can work because it has a similar shape to a rolling pin.","1"
"7b3c8358-3f48-455a-85e5-2651ad7f91b4","be6e6490-f0b5-4737-ac30-71991117caf8","Match the Action","When replacing a kitchen tool, think about the action the tool performs. A potato masher presses soft food down and breaks it apart.

If you do not have a potato masher, a sturdy fork can do a similar job. It may take longer, but it can still press and break up cooked potatoes.","2"
"3f33119e-5cb9-4c40-b679-f1116e2856f1","be6e6490-f0b5-4737-ac30-71991117caf8","Make Safe Setup Swaps","Some kitchen tools are really setups, not just single items. A double boiler is used to heat delicate foods gently, like chocolate, without placing them directly over strong heat.

A makeshift double boiler can be made by placing a heat-safe bowl over a pot of gently simmering water. The bowl should sit above the water, not directly in it. This lets steam warm the bowl gently.","3"
"59cebea2-c33c-4581-bb92-5ae44f0d0163","8484cd75-9615-4eea-8698-3646fb433114","Dairy Does More Than Add Liquid","Dairy swaps work best when you think about the job of the ingredient first. In baked goods, dairy might add moisture, tang, fat, or tenderness. A substitute should replace the most important job, not just look similar.

For medium questions, pay attention to clues like “moisture and tang” or “richness.” Yogurt and sour cream are both thick and tangy, while whole milk has more fat than skim milk. If a substitute is missing fat, a small amount of butter can sometimes help.","1"
"18edefa6-56b8-4573-9ea6-d7bcdb122dc4","8484cd75-9615-4eea-8698-3646fb433114","Match Texture and Flavor","Some dairy ingredients matter because of their texture. Dips, spreads, casseroles, and fillings often need dairy that is thick, soft, or spoonable instead of thin and pourable.

For medium questions, compare the way the ingredient behaves. Cream cheese needs another smooth, spreadable cheese. Ricotta needs something soft and mild that can work in a baked dish. Thin liquids usually will not replace thick dairy very well.","2"
"1cd382c2-470c-47b6-b986-0579af7272ce","8484cd75-9615-4eea-8698-3646fb433114","Some Swaps Change the Final Dish","Rich dairy ingredients can affect both texture and flavor. Half-and-half, cream, evaporated milk, and whole milk are not identical because they have different amounts of fat, water, and concentration.

For medium questions, look for whether the substitute needs to be diluted, enriched, or combined with another ingredient. Evaporated milk is concentrated, while half-and-half is between milk and cream in richness.","3"
"df9589d0-cb5b-4387-9bff-a4558922f5ac","fbcd50b4-ce59-4ba0-9372-aa9938209cbf","Fresh and Dried Herbs Are Different","Fresh herbs, dried herbs, and powdered seasonings can all add flavor, but they are not used in the same amounts. Dried herbs and powders are usually more concentrated because much of the water has been removed.

For medium questions, watch for measurement clues. A common starting point is about one-third as much dried herb as fresh herb. Garlic powder is also much stronger by volume than fresh garlic, so only a small amount is needed.","1"
"2521595a-88af-469d-9727-9c4e97380a2f","fbcd50b4-ce59-4ba0-9372-aa9938209cbf","Think About the Herb’s Job","Herb substitutes should match the flavor role of the original herb. Some herbs are earthy and savory, some are bright and fresh, and some are better for roasted foods than delicate garnishes.

For medium questions, use the food as a clue. Thyme, marjoram, and rosemary are savory herbs often used in cooked dishes. Warm baking spices or sweet ingredients are usually not good replacements for savory herbs.","2"
"55ddcc1a-ee62-465d-98eb-c5316612cd7a","fbcd50b4-ce59-4ba0-9372-aa9938209cbf","Some Seasonings Are Blends","Seasoning blends are made from smaller ingredients. If you know the flavor family of the blend, you can often make a close substitute with individual herbs or spices.

For medium questions, separate warm baking blends from savory herb blends. Allspice has a warm flavor similar to cinnamon, nutmeg, and cloves. Italian seasoning usually points toward dried herbs like basil, oregano, thyme, and rosemary.","3"
"ce5e0dac-0407-4dc3-ad64-be5d7a046aec","822b0172-cc0d-41d7-8b74-1fef90a321c9","Binders Hold Ingredients Together","Binders help a mixture stay together instead of crumbling apart. Eggs are common binders, but fruit purees and seed mixtures can also help in some baked goods.

For medium questions, look at the type of recipe. Applesauce can work well in brownies because it adds moisture and binding. Mashed banana is especially reasonable in banana bread because its flavor already fits the recipe.","1"
"a6683603-e1b2-444b-88e0-467e41923b45","822b0172-cc0d-41d7-8b74-1fef90a321c9","Thickeners Make Mixtures Less Runny","Thickeners help liquids become thicker, but different starches work better in different situations. Cornstarch, arrowroot, and tapioca starch can all thicken, but the best choice depends on the food.

For medium questions, notice whether the recipe is a fruit filling, pudding, sauce, or gravy. Arrowroot is often a good cornstarch substitute in fruit fillings, while tapioca starch can help thicken soft mixtures like pudding.","2"
"bf4e6fab-2a99-4f55-a0dd-2afb9914731a","822b0172-cc0d-41d7-8b74-1fef90a321c9","Technique Matters With Thickeners","The right substitute can still fail if the texture is handled poorly. Lumps need smoothing or straining, while savory binders need something that can absorb moisture and hold ingredients together.

For medium questions, think about the problem you are fixing. Lumpy gravy needs whisking or straining. A savory loaf that is missing bread crumbs needs another dry binder, such as oats or crushed crackers.","3"
"c635da14-c439-44b7-af1d-6eb902c46020","aa39ffe7-8843-4c03-9e19-85f3aabadc34","Doubling a Recipe","Scaling up means finding how much larger the new batch is and multiplying the ingredients by that amount. When the number of servings doubles, the basic ingredient amounts usually double too.

For medium questions, compare the original amount to the new amount. If pancakes go from 10 to 20, that is double. If servings go from 6 to 12, that is also double, even when the ingredient amount is a fraction.","1"
"5ce538f8-1c9e-40e3-80f3-16c8dd74269c","aa39ffe7-8843-4c03-9e19-85f3aabadc34","Cutting a Recipe in Half","Scaling down uses the same idea as scaling up, but the multiplier is less than 1. If the new batch is half the size, divide the ingredient amounts in half.

For medium questions, look for recipes being reduced from 8 servings to 4, or from 16 pieces to 8. Fractions can be divided too: half of 3/4 cup is 3/8 cup.","2"
"5147917e-7beb-4ac3-96fc-ae7805b53d2f","aa39ffe7-8843-4c03-9e19-85f3aabadc34","Keep the Same Ratio","Some recipes depend on ingredients staying in the same balance. Dressings, sauces, bread, and batters can change texture or flavor if the ratio shifts too much.

For medium questions, identify the relationship between ingredients or batch size. A 3-to-1 dressing ratio means the larger ingredient stays three times the smaller one. A sauce reduced to one-third needs one-third of each ingredient.","3"
"a8b6d843-0fca-4453-9d17-6856eba92e4f","03f9d40d-9810-4766-adf0-2fa340b7a4c8","Start With the Most Likely Fix","Flat or bland food does not always need more salt. If a dish is already salty enough but still tastes dull, it may need brightness, freshness, or acidity.

For medium questions, pay attention to phrases like “already salty enough.” That clue means more salt is probably the wrong move. A small squeeze of citrus, vinegar, or fresh herbs can make flavors feel more awake without increasing saltiness.","1"
"e7369603-99cb-4a22-98db-c62d64d283ed","03f9d40d-9810-4766-adf0-2fa340b7a4c8","Calm Down Spicy Heat","When food is too spicy, the goal is to make the heat feel less intense without ruining the dish. Creamy, fatty, or mild ingredients can soften spicy heat.

For medium questions, notice whether the dish should stay thick. Yogurt, sour cream, coconut milk, or cream can reduce perceived heat better than water because they add richness instead of simply thinning the food.","2"
"b42ba307-7bf8-40ee-b8ff-f8c3ded50b55","03f9d40d-9810-4766-adf0-2fa340b7a4c8","Fix Saltiness by Spreading It Out","Saltiness is a concentration problem. The most reliable fix is to spread the salt through more unsalted food or liquid so each bite tastes less salty.

For medium questions, choose an unsalted version of something that already belongs in the dish. Soup can be stretched with unsalted broth and vegetables. Salty rice can be mixed with plain cooked rice instead of adding sugar or more seasoning.","3"
"65a2473d-75da-41b1-b685-285ec049f8c0","d89f3722-920c-47c1-80fa-f2594c4a8f10","Thickening Food That Is Too Thin","Thin sauces, soups, and fillings often need a thickener, but adding dry starch straight into hot liquid can create lumps. A slurry helps the thickener spread evenly.

For medium questions, look for words like “smooth,” “without clumps,” or “runny.” Mixing starch with cold liquid first is usually safer. If lumps have already formed, whisking and straining can improve the texture.","1"
"86dff6cc-9d3f-404e-b3e2-ab815f4a83fe","d89f3722-920c-47c1-80fa-f2594c4a8f10","Thinning Food That Is Too Thick","Thick sauces can usually be loosened by adding liquid slowly. Separated or grainy sauces need gentler handling because harsh heat can make the texture worse.

For medium questions, decide whether the food is simply too thick or starting to break. Too thick means add a little liquid and stir. Grainy or separated often means lower the heat, whisk gently, and add a small splash of warm liquid.","2"
"9c643472-22f4-42f3-8e90-e49a4745032a","d89f3722-920c-47c1-80fa-f2594c4a8f10","Fixing Watery Foods","Texture problems can come from too much moisture or not enough moisture. Wet foods may need extra moisture cooked off, while dry mixtures may need a small amount of liquid or fat.

For medium questions, match the fix to the direction of the problem. Wet rice can often be uncovered so steam escapes. Dry, crumbly cookie dough needs a controlled addition of moisture or softened fat, not more dry flour.","3"
"756a0bb8-79e0-472e-9de1-d5f7250ad658","87b514d5-3660-4403-919e-5d63d7a42965","Sautéing vs. Pan-Searing","Sautéing and pan-searing both use a pan, heat, and some fat, but the movement and goal are different. Sautéing usually uses smaller pieces that move often. Pan-searing usually keeps larger pieces in place long enough to brown.

For medium questions, use the food size and movement as clues. Small diced onions stirred often point to sautéing. Larger tofu slabs or pieces of meat left mostly still are more likely being pan-seared.","1"
"a915ffb6-c2f8-4693-8322-85d7a3e5816d","87b514d5-3660-4403-919e-5d63d7a42965","Do Not Overcrowd the Pan","Browning needs heat, space, and moisture control. If a pan is crowded, food releases steam and has a harder time browning. If pieces are different sizes, they may cook unevenly.

For medium questions, look for clues about liquid collecting in the pan or uneven cooking. Smaller batches help crowded food brown. Similar-sized pieces help vegetables finish cooking at about the same time.","2"
"7b3003cb-3ade-441a-b418-15232e72f436","87b514d5-3660-4403-919e-5d63d7a42965","Dry Food Browns Better","Surface moisture slows browning because the pan must evaporate water before a crust can form. This matters for meat, tofu, and foods that have been sitting in marinade.

For medium questions, notice whether the food is wet from packaging or marinade. Patting or blotting the surface dry helps the food sear instead of steam, especially when you want a browned crust.","3"
"2840b5f6-cbca-4bf9-9443-37e16fdb24dd","be650ba9-37d1-4268-a409-30546c716250","Recognizing a Full Boil","Boiling uses strong, active bubbles. Pasta usually needs water that is fully boiling, plus enough movement and stirring to keep pieces from sticking.

For medium questions, check what the bubbles are doing. A few bubbles around the edge is not a full boil yet. After pasta is added, stirring helps separate the pieces while the water returns to a boil.","1"
"a0ae20ee-8548-4235-92f3-087ceb63aaea","be650ba9-37d1-4268-a409-30546c716250","Simmering Is Gentler Than Boiling","Simmering is controlled, gentle bubbling. It is useful when food needs time to cook, soften, or develop flavor without being tossed around by aggressive boiling.

For medium questions, think about control. Soups and stews often simmer because hard boiling can make textures rough. If a pot boils over, lowering the heat or moving it off the burner is the first safe response.","2"
"dd3d3597-4675-460d-ba02-39b30a162eb3","be650ba9-37d1-4268-a409-30546c716250","Poaching Uses Very Gentle Heat","Poaching uses hot liquid below a strong simmer. It is gentle enough for delicate foods that could break apart or become tough in rapidly boiling water.

For medium questions, look for foods like eggs, fish, or tender chicken. If the liquid boils too hard, delicate foods can fall apart, toughen, or cook unevenly.","3"
"6c2391b4-fdea-488c-9690-0089b8e89634","65d8701f-ded5-49c7-a538-0e798e25818a","Roasting and Baking Use the Oven Differently","Roasting and baking both use dry oven heat, but they often aim for different results. Roasting usually focuses on browning structured foods, while baking depends on a recipe setting, rising, or spreading correctly.

For medium questions, use the food goal as the clue. Potato pieces that should get browned and crisp point to roasting. Cookies need the oven preheated so they start baking at the intended temperature.","1"
"84fae9f3-4000-4251-ba80-d853fc9af0bc","65d8701f-ded5-49c7-a538-0e798e25818a","Roasting Needs Space","Roasting works best when hot air can reach the food and surface moisture can escape. Oil and occasional turning can help more surfaces brown.

For medium questions, watch for clues about browning. A moderate amount of oil helps roasted vegetables brown and avoid drying out. Stirring or turning halfway through helps expose different sides to oven heat.","2"
"8a5d34a3-1959-4dc1-bf96-56b441bae4ac","65d8701f-ded5-49c7-a538-0e798e25818a","Baking Needs Accuracy","Baking depends on timing, structure, and steady oven heat. Cakes, cookies, muffins, and breads can change if they lose heat or come out before they finish setting.

For medium questions, look for clues about the center, rise, and oven door. A cake removed too early may sink or stay undercooked. Opening the oven repeatedly can lower the temperature and affect structure.","3"
"9be3f915-129f-4856-b3a2-eeeb71865793","f1249aa9-cd8d-498f-8579-ded0bf71d6f4","Protect Your Fingers","Knife safety starts before the cut. Food should be stable, and your guiding hand should protect your fingertips while helping control the cut.

For medium questions, pay attention to shape and hand position. Round foods like potatoes and onions are safer after you create a flat side. In a claw grip, the knuckles guide the knife while the fingertips stay tucked back.","1"
"15a75adc-617a-4b2b-b20e-d6384a83130f","f1249aa9-cd8d-498f-8579-ded0bf71d6f4","Keep the Cutting Board Stable","A safe cutting setup keeps both the board and the food under control. The board should not slide, and surfaces that touch raw meat should be easy to clean and sanitize.

For medium questions, think about what makes the station stable and clean. A damp towel can grip under a cutting board. Raw chicken belongs on a clean nonporous cutting board, not on absorbent or hard-to-clean surfaces.","2"
"c73379a3-da78-4e2f-94b6-d9957e8cf612","f1249aa9-cd8d-498f-8579-ded0bf71d6f4","Sharp Knives Are Safer Than Dull Knives","The right knife and safe cleaning habits both reduce risk. A chef’s knife handles many common chopping tasks, but sharp knives should be kept visible and controlled when washing.

For medium questions, match the tool to the task and avoid hidden blades. A chef’s knife is useful for onions, herbs, and vegetables. A sharp knife should be washed separately by hand, not left hidden in soapy water.","3"
"1f5f0f69-01e4-433c-8e1d-32a0eb955a54","03f40206-a9a4-497a-be6d-d0fb7fee2aa6","Use Heavy Pans for Browning","Different pans handle heat differently. Heavy pans spread and hold heat well, which helps with browning, high-heat cooking, and gentle control for thick sauces.

For medium questions, match the pan to the heat need. A heavy-bottomed saucepan can reduce scorching in custards or thick sauces. A wok or large skillet gives stir-fry ingredients room over high heat.","1"
"6271bc8d-a3bc-4f10-81f2-77cb06758274","03f40206-a9a4-497a-be6d-d0fb7fee2aa6","Use Nonstick for Delicate Foods","The cooking surface should match the food. Delicate foods need easy release, while acidic foods need cookware that will not react with the acid.

For medium questions, separate sticking problems from reaction problems. Eggs often do best in nonstick. Tomato sauce is acidic, so stainless steel or enameled cookware is safer than reactive uncoated metal.","2"
"7efb1b5a-4c37-4e63-a360-93255c62565f","03f40206-a9a4-497a-be6d-d0fb7fee2aa6","Use a Sheet Pan for Roasting","Some cooking methods need the right vessel size or material. Boiling needs enough space for liquid and food. Broiling needs cookware that can handle very high direct heat.

For medium questions, look at the cooking method. A large stockpot fits a large batch of pasta with enough water. Broiler-safe metal cookware or cast iron is better under a broiler than plastic, paper, or regular glass.","3"
"11bbe549-1553-4b9e-bc0d-b4995428e044","594a04a9-4e1d-4606-8bc7-6c746570c23b","Match the Shape and Job","When replacing a tool, first identify the job: rolling, pressing, brushing, straining, covering, or heating gently. A safe substitute should copy the shape or pressure without adding danger.

For medium questions, think about what the missing tool does physically. A meat mallet flattens with pressure, so a heavy skillet or rolling pin can work carefully. A pastry brush spreads a thin layer, which can also be done with a clean spoon or clean fingers.","1"
"62c40eb2-6773-4331-b29d-629fa72de178","594a04a9-4e1d-4606-8bc7-6c746570c23b","Match the Action","Many specialty tools save time, but basic kitchen tools can often perform the same action. The substitute may be slower, but it should still be clean, safe, and effective.

For medium questions, focus on the action. A garlic press crushes garlic finely, but a knife can mince it. A citrus juicer squeezes and releases juice, but rolling the lemon and using a fork can help do the same job.","2"
"a44ce014-c1c9-4c71-99b2-3b26ef7e09e9","594a04a9-4e1d-4606-8bc7-6c746570c23b","Make Safe Setup Swaps","Some swaps involve hot water, rising dough, or other situations where safety matters more than speed. The best workaround should reduce risk while still doing the job.

For medium questions, avoid dangerous shortcuts. Pasta can be lifted with tongs or a slotted spoon if there is no colander. Rising dough can be covered with a clean damp towel or loose lid instead of something dirty, heavy, or unsafe.","3"
